date,group,cockroach_id,video,experiment_type,left_stimulus,right_stimulus,time_left_shelter,time_right_shelter,time_open_area,percent_left,percent_right,percent_open,preferred_zone,preferred_stimulus,PI_stimulus,PI_total,PI_shelter,total_video_time,total_frames,tracking_point,error
20250823,Group4,c01,Basler_c01_acA2040-90um (24827095)_20250823_184410043DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,2.0,0.0,598.5,0.33305578684429643,0.0,99.6669442131557,left_shelter,Nothing,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250823,Group4,c02,Basler_c02_acA2040-90um (24827095)_20250823_180919059DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,0.0,2.0,598.5,0.0,0.33305578684429643,99.6669442131557,right_shelter,Nothing,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250824,Group4,c03,Basler_c03_acA2040-90um (24827095)_20250824_161014042DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,1.0,3.0,596.5,0.16652789342214822,0.4995836802664446,99.33388842631142,right_shelter,Nothing,0.5,0.0033305578684429643,0.75,600.5,1201,body_end,
20250824,Group4,c04,Basler_c04_acA2040-90um (24827095)_20250824_162816232DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,0.0,0.0,0.0,600.5,1201,body_end,
20250827,Group5,c00,Basler_c00_acA2040-90um (24827095)_20250827_160321006DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,1.0,0.0,599.5,0.16652789342214822,0.0,99.83347210657784,left_shelter,Feces,1.0,0.0016652789342214821,1.0,600.5,1201,body_end,
20250827,Group5,c01,Basler_c01_acA2040-90um (24827095)_20250827_134742816DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,2.0,0.0,598.5,0.33305578684429643,0.0,99.6669442131557,left_shelter,Iso,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250827,Group5,c02,Basler_c02_acA2040-90um (24827095)_20250827_140613973DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,0.0,2.0,598.5,0.0,0.33305578684429643,99.6669442131557,right_shelter,Iso,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250827,Group5,c03,Basler_c03_acA2040-90um (24827095)_20250827_154825174DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,1.0,3.0,596.5,0.16652789342214822,0.4995836802664446,99.33388842631142,right_shelter,Feces,0.5,0.0033305578684429643,0.75,600.5,1201,body_end,
20250827,Group5,c04,Basler_c04_acA2040-90um (24827095)_20250827_144110654DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,0.0,0.0,0.0,600.5,1201,body_end,
20250826,Group6,c00,Basler_c00_acA2040-90um (24827095)_20250826_160636162DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,1.0,0.0,599.5,0.16652789342214822,0.0,99.83347210657784,left_shelter,Feces,1.0,0.0016652789342214821,1.0,600.5,1201,body_end,
20250826,Group6,c01,Basler_c01_acA2040-90um (24827095)_20250826_162921462DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,2.0,0.0,598.5,0.33305578684429643,0.0,99.6669442131557,left_shelter,Iso,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250826,Group6,c02,Basler_c02_acA2040-90um (24827095)_20250826_165025681DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,0.0,2.0,598.5,0.0,0.33305578684429643,99.6669442131557,right_shelter,Iso,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250826,Group6,c03,Basler_c03_acA2040-90um (24827095)_20250826_141354344DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Iso,Feces,1.0,3.0,596.5,0.16652789342214822,0.4995836802664446,99.33388842631142,right_shelter,Feces,0.5,0.0033305578684429643,0.75,600.5,1201,body_end,
20250826,Group6,c04,Basler_c04_acA2040-90um (24827095)_20250826_144359069DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Feces,Feces,Iso,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,0.0,0.0,0.0,600.5,1201,body_end,
20250829,Group7,c00,Basler_c00_acA2040-90um (24827095)_20250829_125126265DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,1.0,0.0,599.5,0.16652789342214822,0.0,99.83347210657784,left_shelter,Nothing,1.0,0.0016652789342214821,1.0,600.5,1201,body_end,
20250829,Group7,c01,Basler_c01_acA2040-90um (24827095)_20250829_115401362DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,2.0,0.0,598.5,0.33305578684429643,0.0,99.6669442131557,left_shelter,Iso,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250829,Group7,c02,Basler_c02_acA2040-90um (24827095)_20250829_123306184DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,0.0,2.0,598.5,0.0,0.33305578684429643,99.6669442131557,right_shelter,Nothing,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250829,Group7,c03,Basler_c03_acA2040-90um (24827095)_20250829_121529352DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,1.0,3.0,596.5,0.16652789342214822,0.4995836802664446,99.33388842631142,right_shelter,Iso,0.5,0.0033305578684429643,0.75,600.5,1201,body_end,
20250829,Group7,c04,Basler_c04_acA2040-90um (24827095)_20250829_113153034DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,0.0,0.0,0.0,600.5,1201,body_end,
20250828,Group8,c00,Basler_c00_acA2040-90um (24827095)_20250828_112809766DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,1.0,0.0,599.5,0.16652789342214822,0.0,99.83347210657784,left_shelter,Nothing,1.0,0.0016652789342214821,1.0,600.5,1201,body_end,
20250828,Group8,c01,Basler_c01_acA2040-90um (24827095)_20250828_122245978DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,2.0,0.0,598.5,0.33305578684429643,0.0,99.6669442131557,left_shelter,Iso,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250828,Group8,c02,Basler_c02_acA2040-90um (24827095)_20250828_120211006DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,0.0,2.0,598.5,0.0,0.33305578684429643,99.6669442131557,right_shelter,Iso,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250828,Group8,c03,Basler_c03_acA2040-90um (24827095)_20250828_114501142DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Iso,Nothing,1.0,3.0,596.5,0.16652789342214822,0.4995836802664446,99.33388842631142,right_shelter,Nothing,0.5,0.0033305578684429643,0.75,600.5,1201,body_end,
20250828,Group8,c04,Basler_c04_acA2040-90um (24827095)_20250828_124219702DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Iso/Nothing,Nothing,Iso,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,0.0,0.0,0.0,600.5,1201,body_end,
20250831,Group9,c00,Basler_c00_acA2040-90um (24827095)_20250831_133735106DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,1.0,0.0,599.5,0.16652789342214822,0.0,99.83347210657784,left_shelter,Feces,1.0,0.0016652789342214821,1.0,600.5,1201,body_end,
20250831,Group9,c01,Basler_c01_acA2040-90um (24827095)_20250831_141329974DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,2.0,0.0,598.5,0.33305578684429643,0.0,99.6669442131557,left_shelter,Feces,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250831,Group9,c02,Basler_c02_acA2040-90um (24827095)_20250831_131313168DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,0.0,2.0,598.5,0.0,0.33305578684429643,99.6669442131557,right_shelter,Feces,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250831,Group9,c03,Basler_c03_acA2040-90um (24827095)_20250831_142908253DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,1.0,3.0,596.5,0.16652789342214822,0.4995836802664446,99.33388842631142,right_shelter,Feces,0.5,0.0033305578684429643,0.75,600.5,1201,body_end,
20250831,Group9,c04,Basler_c04_acA2040-90um (24827095)_20250831_135712646DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,0.0,0.0,0.0,600.5,1201,body_end,
20250830,Group10,c00,Basler_c00_acA2040-90um (24827095)_20250830_150510999DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,1.0,0.0,599.5,0.16652789342214822,0.0,99.83347210657784,left_shelter,Feces,1.0,0.0016652789342214821,1.0,600.5,1201,body_end,
20250830,Group10,c01,Basler_c01_acA2040-90um (24827095)_20250830_160029679DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,2.0,0.0,598.5,0.33305578684429643,0.0,99.6669442131557,left_shelter,Nothing,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250830,Group10,c02,Basler_c02_acA2040-90um (24827095)_20250830_161600473DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,0.0,2.0,598.5,0.0,0.33305578684429643,99.6669442131557,right_shelter,Feces,1.0,0.0033305578684429643,1.0,600.5,1201,body_end,
20250830,Group10,c03,Basler_c03_acA2040-90um (24827095)_20250830_154112412DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Feces,Nothing,1.0,3.0,596.5,0.16652789342214822,0.4995836802664446,99.33388842631142,right_shelter,Nothing,0.5,0.0033305578684429643,0.75,600.5,1201,body_end,
20250830,Group10,c04,Basler_c04_acA2040-90um (24827095)_20250830_152322462DLC_Resnet50_single_k7Sep2shuffle1_snapshot_best-110.h5,Feces/Nothing,Nothing,Feces,0.0,0.0,600.5,0.0,0.0,100.0,open_area,open_area,0.0,0.0,0.0,600.5,1201,body_end,
